Timestamp,Active Power-Avg MFM-OUT (KW),AC_Active Output Power (KW) BLK-B:INV3,DC_Power (KW) BLK-B:INV3,AC_Active Output Power (KW) BLK-B:INV4,DC_Power (KW) BLK-B:INV4,AC_Active Output Power (KW) BLK-A:INV1,DC_Power (KW) BLK-A:INV1,AC_Active Output Power (KW) BLK-A:INV2,DC_Power (KW) BLK-A:INV2,Module Temperature (C),Ambient Temperature (C),POA (W/m2),GHI_W (W/m2),Plant CUF,Temp Co PR
22-07-2026 00:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.84,24.86,0.4,0.47,0.0,0.0
22-07-2026 00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.61,24.53,0.36,0.44,0.0,0.0
22-07-2026 00:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.59,24.58,0.33,0.45,0.0,0.0
22-07-2026 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.65,24.72,0.43,0.49,0.0,0.0
22-07-2026 01:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.76,24.78,0.46,0.51,0.0,0.0
22-07-2026 01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.81,24.8,0.43,0.49,0.0,0.0
22-07-2026 01:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.65,24.64,0.47,0.5,0.0,0.0
22-07-2026 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.68,24.75,0.45,0.51,0.0,0.0
22-07-2026 02:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.52,24.64,0.45,0.51,0.0,0.0
22-07-2026 02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.44,24.5,0.37,0.47,0.0,0.0
22-07-2026 02:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.47,24.68,0.45,0.52,0.0,0.0
22-07-2026 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.51,24.5,0.37,0.47,0.0,0.0
22-07-2026 03:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.54,24.55,0.35,0.45,0.0,0.0
22-07-2026 03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.33,24.33,0.44,0.49,0.0,0.0
22-07-2026 03:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.57,24.6,0.44,0.5,0.0,0.0
22-07-2026 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,24.05,0.43,0.49,0.0,0.0
22-07-2026 04:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,24.5,0.45,0.5,0.0,0.0
22-07-2026 04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.64,24.72,0.46,0.51,0.0,0.0
22-07-2026 04:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.62,24.63,0.44,0.51,0.0,0.0
22-07-2026 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.55,24.56,0.43,0.49,0.0,0.0
22-07-2026 05:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.83,24.89,0.45,0.51,0.0,0.0
22-07-2026 05:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.96,25.01,0.45,0.51,0.0,0.0
22-07-2026 05:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.64,24.68,0.44,0.5,0.0,0.0
22-07-2026 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.32,24.36,1.07,0.72,0.0,0.0
22-07-2026 06:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,24.96,4.0,3.42,0.0,0.0
22-07-2026 06:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.02,25.06,9.53,8.96,0.0,0.0
22-07-2026 06:45,76.74,23.56,24.29,29.87,30.79,0.0,0.0,0.0,0.0,25.17,25.27,18.47,18.04,0.0,37.79
22-07-2026 07:00,203.01,77.26,79.41,79.59,81.77,51.42,52.78,6.96,7.13,25.37,25.39,31.78,31.38,0.02,58.12
22-07-2026 07:15,482.48,121.05,123.56,124.48,127.03,122.68,125.21,123.48,126.01,25.74,25.78,48.51,48.03,0.08,90.65
22-07-2026 07:30,627.38,161.56,164.57,166.09,169.16,164.02,167.06,152.69,155.54,25.97,26.1,64.42,63.91,0.14,88.84
22-07-2026 07:45,986.33,246.43,250.56,255.25,260.37,243.94,248.96,247.14,252.18,26.5,26.47,95.35,93.88,0.24,94.56
22-07-2026 08:00,1186.19,296.56,301.46,307.91,313.71,291.16,296.7,296.48,302.11,26.92,26.97,114.06,112.46,0.37,95.23
22-07-2026 08:15,1318.33,331.07,336.46,342.11,348.4,329.97,336.08,333.49,339.65,27.24,27.33,130.33,129.05,0.5,92.74
22-07-2026 08:30,1008.81,252.81,257.04,263.53,268.76,245.38,250.49,251.96,257.12,25.9,25.8,108.49,107.11,0.61,84.8
22-07-2026 08:45,969.17,241.82,245.88,247.98,253.01,241.74,246.73,243.63,248.64,26.65,26.66,95.84,94.83,0.71,92.49
22-07-2026 09:00,1092.49,272.15,276.64,284.03,289.46,267.41,272.64,272.15,277.42,27.09,27.12,105.14,102.74,0.82,95.22
22-07-2026 09:15,2771.84,682.46,695.12,728.64,740.61,704.65,716.24,685.31,696.54,28.21,28.4,248.07,246.64,1.1,102.85
22-07-2026 09:30,3667.5,889.31,907.31,968.49,984.62,917.12,932.26,891.37,906.06,32.58,32.58,375.26,364.66,1.49,91.58
22-07-2026 09:45,2942.87,733.06,746.69,743.07,755.04,748.17,760.17,726.52,738.22,34.12,34.35,307.33,303.94,1.8,90.31
22-07-2026 10:00,3391.61,831.93,848.27,841.72,855.42,869.05,883.19,859.24,873.21,34.34,34.37,354.47,351.1,2.14,90.32
22-07-2026 10:15,3161.74,779.82,794.71,814.58,827.75,779.86,792.44,794.04,806.86,35.07,35.33,329.34,324.12,2.48,90.9
22-07-2026 10:30,3078.72,758.67,773.08,780.46,793.11,755.55,767.76,770.61,783.07,34.55,34.72,306.51,301.74,2.79,94.9
22-07-2026 10:45,3138.57,777.95,792.9,793.1,806.07,777.23,789.94,786.51,799.38,34.82,35.21,347.68,342.77,3.12,85.38
22-07-2026 11:00,2602.37,645.63,657.1,663.97,674.76,646.11,656.69,657.69,668.42,33.97,34.2,263.21,259.37,3.4,93.18
22-07-2026 11:15,2459.36,603.49,614.06,624.19,634.37,607.11,617.08,616.41,626.51,33.41,33.73,242.16,238.33,3.65,95.5
22-07-2026 11:30,3303.12,808.94,824.89,827.24,840.94,831.45,845.15,832.36,846.09,32.75,32.73,339.46,334.12,3.98,91.25
22-07-2026 11:45,5077.71,1254.24,1282.9,1302.51,1325.72,1248.13,1270.08,1268.58,1291.0,37.54,38.2,514.74,504.05,4.52,94.37
22-07-2026 12:00,3747.55,928.36,947.45,973.42,989.65,923.41,938.64,932.5,947.92,38.02,38.76,385.12,376.68,4.91,93.28
22-07-2026 12:15,3003.44,738.33,752.1,749.17,761.19,765.94,778.22,753.14,765.22,36.12,36.7,307.74,304.48,5.23,92.81
22-07-2026 12:30,1974.29,492.38,501.1,483.14,491.47,507.32,516.02,499.95,508.53,31.08,31.2,172.7,171.57,5.43,106.47
22-07-2026 12:45,3724.55,925.85,944.82,957.38,973.26,914.94,929.98,926.86,942.14,31.76,32.1,358.86,348.54,5.82,96.93
22-07-2026 13:00,2677.16,668.23,680.41,692.68,703.87,655.83,666.46,665.39,676.18,33.61,33.65,277.92,269.97,6.1,90.65
22-07-2026 13:15,2427.73,603.16,613.69,618.41,628.56,606.96,616.95,612.99,623.07,33.98,34.33,252.27,246.25,6.36,90.71
22-07-2026 13:30,2472.86,612.61,623.29,630.95,641.35,614.84,625.0,619.95,630.19,34.09,34.33,238.27,234.09,6.61,97.86
22-07-2026 13:45,2428.01,601.62,612.07,618.19,628.39,604.05,614.03,609.69,619.75,34.2,34.32,238.64,235.04,6.87,95.98
22-07-2026 14:00,2227.25,545.07,554.48,535.67,544.62,588.2,597.9,569.99,579.43,34.51,34.86,203.54,204.95,7.09,103.36
22-07-2026 14:15,3179.81,792.67,807.95,813.98,827.19,800.38,813.37,806.54,819.61,32.36,32.61,307.5,307.74,7.43,96.82
22-07-2026 14:30,2770.73,269.66,274.53,305.15,310.1,263.41,267.71,267.37,271.73,30.48,30.58,268.06,265.28,7.56,96.03
22-07-2026 14:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.83,30.87,280.31,280.33,7.56,0.0
22-07-2026 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.41,31.54,264.81,261.32,7.56,0.0
22-07-2026 15:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.12,30.2,214.78,209.09,7.56,0.0
22-07-2026 15:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.51,29.51,171.26,165.71,7.56,0.0
22-07-2026 15:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.81,28.81,129.72,127.11,7.56,0.0
22-07-2026 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.86,28.9,120.91,118.48,7.56,0.0
22-07-2026 16:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.49,28.49,117.01,114.3,7.56,0.0
22-07-2026 16:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.59,28.6,90.85,88.09,7.56,0.0
22-07-2026 16:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.66,28.64,77.02,74.79,7.56,0.0
22-07-2026 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,28.26,66.71,65.74,7.56,0.0
22-07-2026 17:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.21,28.19,68.43,67.19,7.56,0.0
22-07-2026 17:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.11,28.08,63.95,62.03,7.56,0.0
22-07-2026 17:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.47,27.42,45.93,44.6,7.56,0.0
22-07-2026 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.13,27.09,37.17,36.07,7.56,0.0
