Timestamp,Active Power-Avg MFM-OUT (KW),AC_Active Output Power (KW) BLK-B:INV3,DC_Power (KW) BLK-B:INV3,AC_Active Output Power (KW) BLK-B:INV4,DC_Power (KW) BLK-B:INV4,AC_Active Output Power (KW) BLK-A:INV1,DC_Power (KW) BLK-A:INV1,AC_Active Output Power (KW) BLK-A:INV2,DC_Power (KW) BLK-A:INV2,Module Temperature (C),Ambient Temperature (C),POA (W/m2),GHI_W (W/m2),Plant CUF,Temp Co PR
10-07-2026 00:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.29,26.14,0.31,0.38,0.0,0.0
10-07-2026 00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.17,27.08,0.21,0.35,0.0,0.0
10-07-2026 00:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.61,26.5,0.39,0.41,0.0,0.0
10-07-2026 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.01,27.0,0.33,0.41,0.0,0.0
10-07-2026 01:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,27.26,0.36,0.41,0.0,0.0
10-07-2026 01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.09,26.97,0.27,0.38,0.0,0.0
10-07-2026 01:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.31,27.24,0.33,0.39,0.0,0.0
10-07-2026 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.76,26.59,0.28,0.36,0.0,0.0
10-07-2026 02:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.55,27.51,0.29,0.38,0.0,0.0
10-07-2026 02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.56,27.51,0.31,0.37,0.0,0.0
10-07-2026 02:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.88,27.87,0.34,0.4,0.0,0.0
10-07-2026 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.76,27.72,0.32,0.39,0.0,0.0
10-07-2026 03:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.96,27.94,0.29,0.37,0.0,0.0
10-07-2026 03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.39,27.38,0.28,0.38,0.0,0.0
10-07-2026 03:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.97,26.86,0.68,0.39,0.0,0.0
10-07-2026 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.52,26.43,0.52,0.39,0.0,0.0
10-07-2026 04:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.01,26.96,0.36,0.37,0.0,0.0
10-07-2026 04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.11,27.02,0.41,0.39,0.0,0.0
10-07-2026 04:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.95,26.71,0.31,0.39,0.0,0.0
10-07-2026 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,26.75,0.24,0.37,0.0,0.0
10-07-2026 05:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.08,26.89,0.32,0.39,0.0,0.0
10-07-2026 05:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.33,27.3,0.25,0.38,0.0,0.0
10-07-2026 05:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.41,26.29,0.94,0.62,0.0,0.0
10-07-2026 06:00,15.1,0.0,0.0,0.0,0.0,0.0,0.0,1.98,2.04,26.79,26.66,8.26,7.48,0.0,16.73
10-07-2026 06:15,69.04,0.0,0.0,6.66,6.86,35.29,36.4,38.58,39.78,27.4,27.37,19.01,18.03,0.01,33.32
10-07-2026 06:30,213.99,55.55,57.26,58.03,59.81,55.64,57.35,56.23,57.96,28.03,28.04,26.69,25.65,0.03,73.74
10-07-2026 06:45,365.51,93.07,95.4,97.46,99.82,93.22,95.55,93.96,96.3,28.3,28.34,42.95,41.47,0.07,78.37
10-07-2026 07:00,715.76,179.27,182.51,191.95,195.79,175.57,179.2,179.95,183.6,29.43,29.7,77.64,74.86,0.14,85.28
10-07-2026 07:15,850.17,211.75,215.43,223.42,228.33,211.34,216.18,212.89,217.74,30.85,31.08,94.95,92.84,0.22,83.31
10-07-2026 07:30,1061.75,262.11,266.48,271.08,276.41,267.05,272.34,266.79,272.07,32.15,32.4,116.05,114.59,0.34,85.59
10-07-2026 07:45,1488.11,365.1,371.08,378.76,385.5,377.42,384.14,376.65,383.36,32.4,32.58,167.44,161.33,0.49,83.22
10-07-2026 08:00,1968.74,484.74,492.79,512.88,521.38,489.68,497.87,490.07,498.26,34.18,34.53,216.84,210.47,0.69,85.65
10-07-2026 08:15,2298.57,564.32,573.98,595.87,605.71,567.35,576.72,574.16,583.64,35.38,35.69,249.34,242.58,0.93,87.4
10-07-2026 08:30,2660.05,648.69,660.22,682.41,693.5,667.76,678.64,666.41,677.26,36.51,36.84,290.71,286.49,1.21,87.16
10-07-2026 08:45,2940.69,718.47,731.73,747.45,759.41,744.37,756.3,739.73,751.58,37.93,38.26,318.49,318.61,1.51,88.48
10-07-2026 09:00,4372.32,1081.47,1104.95,1140.91,1160.7,1099.54,1118.44,1114.17,1133.39,39.06,39.14,448.93,439.61,1.93,93.78
10-07-2026 09:15,5670.43,1359.56,1390.93,1460.76,1487.95,1427.81,1454.13,1436.68,1463.23,43.6,43.69,635.28,620.79,2.55,87.63
10-07-2026 09:30,5928.12,1385.57,1417.59,1554.35,1583.89,1499.13,1527.21,1502.22,1530.39,46.2,46.61,672.02,638.52,3.17,87.58
10-07-2026 09:45,6175.15,1384.84,1416.85,1634.68,1666.4,1581.91,1612.19,1588.55,1619.01,47.34,48.09,708.32,647.55,3.81,86.99
10-07-2026 10:00,6421.39,1388.98,1421.08,1723.61,1757.8,1656.62,1688.94,1675.67,1708.52,49.27,50.3,751.77,675.04,4.47,85.96
10-07-2026 10:15,6374.97,1382.72,1414.68,1713.48,1747.42,1648.14,1680.25,1651.1,1683.31,49.29,49.6,759.99,700.79,5.15,84.43
10-07-2026 10:30,5949.01,1366.42,1397.99,1539.77,1569.01,1532.57,1561.64,1533.55,1562.61,48.48,48.77,684.23,661.52,5.75,87.19
10-07-2026 10:45,6499.17,1386.84,1418.89,1763.5,1799.09,1679.12,1712.13,1691.4,1724.96,49.09,49.3,793.22,685.91,6.44,82.39
10-07-2026 11:00,6508.45,1365.12,1396.59,1884.68,1923.63,1609.07,1640.5,1697.4,1731.23,49.55,49.56,741.09,565.43,7.1,88.49
10-07-2026 11:15,7234.14,1398.61,1430.93,1990.3,2032.25,1936.2,1976.56,1944.87,1985.48,48.86,48.37,893.29,882.12,7.86,81.35
10-07-2026 11:30,4742.43,1112.83,1137.21,1151.37,1171.4,1268.57,1291.54,1217.44,1239.15,46.76,46.23,575.64,569.62,8.37,82.0
10-07-2026 11:45,3769.07,922.73,941.6,937.75,953.23,964.15,980.14,948.45,964.13,42.04,41.56,401.88,398.6,8.76,91.46
10-07-2026 12:00,4412.39,1084.19,1107.82,1137.82,1157.34,1096.33,1114.99,1100.09,1118.82,41.8,41.49,472.73,467.39,9.21,90.92
10-07-2026 12:15,4596.61,1128.67,1153.7,1202.96,1223.88,1127.46,1146.77,1143.46,1163.1,43.37,43.29,476.71,472.01,9.69,94.57
