Block,Time,Scheduled MW,Source Revision,Source File,Arrival Time IST,Effective Time IST,Effective Block
1,00:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-05+0530.csv,2026-07-29T00:01:22+05:30,,1
2,00:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-05+0530.csv,2026-07-29T00:01:22+05:30,,1
3,00:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-05+0530.csv,2026-07-29T00:01:22+05:30,,1
4,00:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-05+0530.csv,2026-07-29T00:01:22+05:30,,1
5,01:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-05+0530.csv,2026-07-29T00:01:22+05:30,,1
6,01:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-35+0530.csv,2026-07-29T00:31:27+05:30,2026-07-29T01:16:27+05:30,6
7,01:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-00-35+0530.csv,2026-07-29T00:31:27+05:30,2026-07-29T01:16:27+05:30,6
8,01:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-01-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-01-05+0530.csv,2026-07-29T01:01:20+05:30,2026-07-29T01:46:20+05:30,8
9,02:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-01-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-01-05+0530.csv,2026-07-29T01:01:20+05:30,2026-07-29T01:46:20+05:30,8
10,02:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-01-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-01-35+0530.csv,2026-07-29T01:31:29+05:30,2026-07-29T02:16:29+05:30,10
11,02:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-01-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-01-35+0530.csv,2026-07-29T01:31:29+05:30,2026-07-29T02:16:29+05:30,10
12,02:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-02-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-02-05+0530.csv,2026-07-29T02:01:23+05:30,2026-07-29T02:46:23+05:30,12
13,03:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-02-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-02-05+0530.csv,2026-07-29T02:01:23+05:30,2026-07-29T02:46:23+05:30,12
14,03:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-02-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-02-35+0530.csv,2026-07-29T02:31:27+05:30,2026-07-29T03:16:27+05:30,14
15,03:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-02-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-02-35+0530.csv,2026-07-29T02:31:27+05:30,2026-07-29T03:16:27+05:30,14
16,03:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-03-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-03-05+0530.csv,2026-07-29T03:01:19+05:30,2026-07-29T03:46:19+05:30,16
17,04:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-03-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-03-05+0530.csv,2026-07-29T03:01:19+05:30,2026-07-29T03:46:19+05:30,16
18,04:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-03-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-03-35+0530.csv,2026-07-29T03:31:27+05:30,2026-07-29T04:16:27+05:30,18
19,04:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-03-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-03-35+0530.csv,2026-07-29T03:31:27+05:30,2026-07-29T04:16:27+05:30,18
20,04:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-04-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-04-05+0530.csv,2026-07-29T04:01:21+05:30,2026-07-29T04:46:21+05:30,20
21,05:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-04-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-04-05+0530.csv,2026-07-29T04:01:21+05:30,2026-07-29T04:46:21+05:30,20
22,05:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-04-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-04-35+0530.csv,2026-07-29T04:31:30+05:30,2026-07-29T05:16:30+05:30,22
23,05:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-04-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-04-35+0530.csv,2026-07-29T04:31:30+05:30,2026-07-29T05:16:30+05:30,22
24,05:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-05-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-05-05+0530.csv,2026-07-29T05:01:21+05:30,2026-07-29T05:46:21+05:30,24
25,06:00,0.01,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-05-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-05-05+0530.csv,2026-07-29T05:01:21+05:30,2026-07-29T05:46:21+05:30,24
26,06:15,0.05,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-05-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-05-35+0530.csv,2026-07-29T05:31:28+05:30,2026-07-29T06:16:28+05:30,26
27,06:30,0.12,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-05-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-05-35+0530.csv,2026-07-29T05:31:28+05:30,2026-07-29T06:16:28+05:30,26
28,06:45,0.23,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-06-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-06-05+0530.csv,2026-07-29T06:01:21+05:30,2026-07-29T06:46:21+05:30,28
29,07:00,0.35,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-06-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-06-05+0530.csv,2026-07-29T06:01:21+05:30,2026-07-29T06:46:21+05:30,28
30,07:15,0.5,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-06-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-06-35+0530.csv,2026-07-29T06:31:27+05:30,2026-07-29T07:16:27+05:30,30
31,07:30,0.64,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-06-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-06-35+0530.csv,2026-07-29T06:31:27+05:30,2026-07-29T07:16:27+05:30,30
32,07:45,0.99,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-07-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-07-05+0530.csv,2026-07-29T07:01:22+05:30,2026-07-29T07:46:22+05:30,32
33,08:00,1.19,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-07-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-07-05+0530.csv,2026-07-29T07:01:22+05:30,2026-07-29T07:46:22+05:30,32
34,08:15,1.41,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-07-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-07-35+0530.csv,2026-07-29T07:31:27+05:30,2026-07-29T08:16:27+05:30,34
35,08:30,1.62,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-07-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-07-35+0530.csv,2026-07-29T07:31:27+05:30,2026-07-29T08:16:27+05:30,34
36,08:45,1.68,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-08-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-08-05+0530.csv,2026-07-29T08:01:21+05:30,2026-07-29T08:46:21+05:30,36
37,09:00,1.86,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-08-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-08-05+0530.csv,2026-07-29T08:01:21+05:30,2026-07-29T08:46:21+05:30,36
38,09:15,1.96,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-08-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-08-35+0530.csv,2026-07-29T08:31:28+05:30,2026-07-29T09:16:28+05:30,38
39,09:30,2.19,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-08-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-08-35+0530.csv,2026-07-29T08:31:28+05:30,2026-07-29T09:16:28+05:30,38
40,09:45,2.17,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-09-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-09-05+0530.csv,2026-07-29T09:01:19+05:30,2026-07-29T09:46:19+05:30,40
41,10:00,2.36,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-09-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-09-05+0530.csv,2026-07-29T09:01:19+05:30,2026-07-29T09:46:19+05:30,40
42,10:15,2.39,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-09-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-09-35+0530.csv,2026-07-29T09:31:28+05:30,2026-07-29T10:16:28+05:30,42
43,10:30,2.39,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-09-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-09-35+0530.csv,2026-07-29T09:31:28+05:30,2026-07-29T10:16:28+05:30,42
44,10:45,2.46,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-10-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-10-05+0530.csv,2026-07-29T10:01:23+05:30,2026-07-29T10:46:23+05:30,44
45,11:00,2.42,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-10-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-10-05+0530.csv,2026-07-29T10:01:23+05:30,2026-07-29T10:46:23+05:30,44
46,11:15,2.38,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-10-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-10-35+0530.csv,2026-07-29T10:31:33+05:30,2026-07-29T11:16:33+05:30,46
47,11:30,2.31,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-10-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-10-35+0530.csv,2026-07-29T10:31:33+05:30,2026-07-29T11:16:33+05:30,46
48,11:45,1.63,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-11-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-11-05+0530.csv,2026-07-29T11:01:22+05:30,2026-07-29T11:46:22+05:30,48
49,12:00,1.56,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-11-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-11-05+0530.csv,2026-07-29T11:01:22+05:30,2026-07-29T11:46:22+05:30,48
50,12:15,1.76,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-11-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-11-35+0530.csv,2026-07-29T11:31:32+05:30,2026-07-29T12:16:32+05:30,50
51,12:30,1.9,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-11-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-11-35+0530.csv,2026-07-29T11:31:32+05:30,2026-07-29T12:16:32+05:30,50
52,12:45,1.7,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-12-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-12-05+0530.csv,2026-07-29T12:01:22+05:30,2026-07-29T12:46:22+05:30,52
53,13:00,1.62,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-12-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-12-05+0530.csv,2026-07-29T12:01:22+05:30,2026-07-29T12:46:22+05:30,52
54,13:15,1.7,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-12-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-12-35+0530.csv,2026-07-29T12:31:30+05:30,2026-07-29T13:16:30+05:30,54
55,13:30,1.75,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-12-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-12-35+0530.csv,2026-07-29T12:31:30+05:30,2026-07-29T13:16:30+05:30,54
56,13:45,1.73,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-13-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-13-05+0530.csv,2026-07-29T13:01:23+05:30,2026-07-29T13:46:23+05:30,56
57,14:00,1.77,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-13-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-13-05+0530.csv,2026-07-29T13:01:23+05:30,2026-07-29T13:46:23+05:30,56
58,14:15,2.7,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-13-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-13-35+0530.csv,2026-07-29T13:31:33+05:30,2026-07-29T14:16:33+05:30,58
59,14:30,2.59,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-13-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-13-35+0530.csv,2026-07-29T13:31:33+05:30,2026-07-29T14:16:33+05:30,58
60,14:45,2.37,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-14-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-14-05+0530.csv,2026-07-29T14:01:23+05:30,2026-07-29T14:46:23+05:30,60
61,15:00,2.24,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-14-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-14-05+0530.csv,2026-07-29T14:01:23+05:30,2026-07-29T14:46:23+05:30,60
62,15:15,2.09,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-14-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-14-35+0530.csv,2026-07-29T14:31:29+05:30,2026-07-29T15:16:29+05:30,62
63,15:30,2.05,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-14-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-14-35+0530.csv,2026-07-29T14:31:29+05:30,2026-07-29T15:16:29+05:30,62
64,15:45,1.69,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-15-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-07-29-15-05+0530.csv,2026-07-29T15:01:21+05:30,2026-07-29T15:46:21+05:30,64
