Block,Time,Scheduled MW,Source Revision,Source File,Arrival Time IST,Effective Time IST,Effective Block
1,00:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-05+0530.csv,2026-08-01T00:01:23+05:30,,1
2,00:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-05+0530.csv,2026-08-01T00:01:23+05:30,,1
3,00:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-05+0530.csv,2026-08-01T00:01:23+05:30,,1
4,00:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-05+0530.csv,2026-08-01T00:01:23+05:30,,1
5,01:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-05+0530.csv,2026-08-01T00:01:23+05:30,,1
6,01:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-35+0530.csv,2026-08-01T00:31:28+05:30,2026-08-01T01:16:28+05:30,6
7,01:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-00-35+0530.csv,2026-08-01T00:31:28+05:30,2026-08-01T01:16:28+05:30,6
8,01:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-01-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-01-05+0530.csv,2026-08-01T01:01:22+05:30,2026-08-01T01:46:22+05:30,8
9,02:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-01-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-01-05+0530.csv,2026-08-01T01:01:22+05:30,2026-08-01T01:46:22+05:30,8
10,02:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-01-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-01-35+0530.csv,2026-08-01T01:31:28+05:30,2026-08-01T02:16:28+05:30,10
11,02:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-01-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-01-35+0530.csv,2026-08-01T01:31:28+05:30,2026-08-01T02:16:28+05:30,10
12,02:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-02-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-02-05+0530.csv,2026-08-01T02:01:23+05:30,2026-08-01T02:46:23+05:30,12
13,03:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-02-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-02-05+0530.csv,2026-08-01T02:01:23+05:30,2026-08-01T02:46:23+05:30,12
14,03:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-02-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-02-35+0530.csv,2026-08-01T02:31:29+05:30,2026-08-01T03:16:29+05:30,14
15,03:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-02-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-02-35+0530.csv,2026-08-01T02:31:29+05:30,2026-08-01T03:16:29+05:30,14
16,03:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-03-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-03-05+0530.csv,2026-08-01T03:01:20+05:30,2026-08-01T03:46:20+05:30,16
17,04:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-03-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-03-05+0530.csv,2026-08-01T03:01:20+05:30,2026-08-01T03:46:20+05:30,16
18,04:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-03-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-03-35+0530.csv,2026-08-01T03:31:29+05:30,2026-08-01T04:16:29+05:30,18
19,04:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-03-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-03-35+0530.csv,2026-08-01T03:31:29+05:30,2026-08-01T04:16:29+05:30,18
20,04:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-04-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-04-05+0530.csv,2026-08-01T04:01:21+05:30,2026-08-01T04:46:21+05:30,20
21,05:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-04-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-04-05+0530.csv,2026-08-01T04:01:21+05:30,2026-08-01T04:46:21+05:30,20
22,05:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-04-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-04-35+0530.csv,2026-08-01T04:31:29+05:30,2026-08-01T05:16:29+05:30,22
23,05:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-04-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-04-35+0530.csv,2026-08-01T04:31:29+05:30,2026-08-01T05:16:29+05:30,22
24,05:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-05-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-05-05+0530.csv,2026-08-01T05:01:22+05:30,2026-08-01T05:46:22+05:30,24
25,06:00,0.01,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-05-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-05-05+0530.csv,2026-08-01T05:01:22+05:30,2026-08-01T05:46:22+05:30,24
26,06:15,0.05,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-05-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-05-35+0530.csv,2026-08-01T05:31:29+05:30,2026-08-01T06:16:29+05:30,26
27,06:30,0.11,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-05-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-05-35+0530.csv,2026-08-01T05:31:29+05:30,2026-08-01T06:16:29+05:30,26
28,06:45,0.22,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-06-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-06-05+0530.csv,2026-08-01T06:01:22+05:30,2026-08-01T06:46:22+05:30,28
29,07:00,0.36,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-06-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-06-05+0530.csv,2026-08-01T06:01:22+05:30,2026-08-01T06:46:22+05:30,28
30,07:15,0.53,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-06-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-06-35+0530.csv,2026-08-01T06:31:27+05:30,2026-08-01T07:16:27+05:30,30
31,07:30,0.68,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-06-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-06-35+0530.csv,2026-08-01T06:31:27+05:30,2026-08-01T07:16:27+05:30,30
32,07:45,0.78,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-07-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-07-05+0530.csv,2026-08-01T07:01:22+05:30,2026-08-01T07:46:22+05:30,32
33,08:00,0.93,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-07-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-07-05+0530.csv,2026-08-01T07:01:22+05:30,2026-08-01T07:46:22+05:30,32
34,08:15,1.12,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-07-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-07-35+0530.csv,2026-08-01T07:31:30+05:30,2026-08-01T08:16:30+05:30,34
35,08:30,1.3,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-07-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-07-35+0530.csv,2026-08-01T07:31:30+05:30,2026-08-01T08:16:30+05:30,34
36,08:45,1.32,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-08-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-08-05+0530.csv,2026-08-01T08:01:24+05:30,2026-08-01T08:46:24+05:30,36
37,09:00,1.47,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-08-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-08-05+0530.csv,2026-08-01T08:01:24+05:30,2026-08-01T08:46:24+05:30,36
38,09:15,1.8,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-08-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-08-35+0530.csv,2026-08-01T08:31:29+05:30,2026-08-01T09:16:29+05:30,38
39,09:30,1.99,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-08-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-08-35+0530.csv,2026-08-01T08:31:29+05:30,2026-08-01T09:16:29+05:30,38
40,09:45,2.1,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-09-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-09-05+0530.csv,2026-08-01T09:01:22+05:30,2026-08-01T09:46:22+05:30,40
41,10:00,2.27,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-09-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-09-05+0530.csv,2026-08-01T09:01:22+05:30,2026-08-01T09:46:22+05:30,40
42,10:15,2.42,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-09-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-09-35+0530.csv,2026-08-01T09:31:29+05:30,2026-08-01T10:16:29+05:30,42
43,10:30,2.5,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-09-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-09-35+0530.csv,2026-08-01T09:31:29+05:30,2026-08-01T10:16:29+05:30,42
44,10:45,2.95,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-10-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-10-05+0530.csv,2026-08-01T10:01:21+05:30,2026-08-01T10:46:21+05:30,44
45,11:00,3.02,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-10-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-01-10-05+0530.csv,2026-08-01T10:01:21+05:30,2026-08-01T10:46:21+05:30,44
