Block,Time,Scheduled MW,Source Revision,Source File,Arrival Time IST,Effective Time IST,Effective Block
1,00:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,2026-08-03T00:01:21+05:30,,1
2,00:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,2026-08-03T00:01:21+05:30,,1
3,00:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,2026-08-03T00:01:21+05:30,,1
4,00:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,2026-08-03T00:01:21+05:30,,1
5,01:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,2026-08-03T00:01:21+05:30,,1
6,01:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,2026-08-03T00:01:21+05:30,,1
7,01:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,2026-08-03T00:01:21+05:30,,1
8,01:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-05+0530.csv,2026-08-03T00:01:21+05:30,,1
9,02:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-35+0530.csv,2026-08-03T00:31:28+05:30,2026-08-03T02:01:28+05:30,9
10,02:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-00-35+0530.csv,2026-08-03T00:31:28+05:30,2026-08-03T02:01:28+05:30,9
11,02:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-01-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-01-05+0530.csv,2026-08-03T01:01:22+05:30,2026-08-03T02:31:22+05:30,11
12,02:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-01-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-01-05+0530.csv,2026-08-03T01:01:22+05:30,2026-08-03T02:31:22+05:30,11
13,03:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-01-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-01-35+0530.csv,2026-08-03T01:31:36+05:30,2026-08-03T03:01:36+05:30,13
14,03:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-01-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-01-35+0530.csv,2026-08-03T01:31:36+05:30,2026-08-03T03:01:36+05:30,13
15,03:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-02-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-02-05+0530.csv,2026-08-03T02:01:24+05:30,2026-08-03T03:31:24+05:30,15
16,03:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-02-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-02-05+0530.csv,2026-08-03T02:01:24+05:30,2026-08-03T03:31:24+05:30,15
17,04:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-02-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-02-35+0530.csv,2026-08-03T02:31:28+05:30,2026-08-03T04:01:28+05:30,17
18,04:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-02-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-02-35+0530.csv,2026-08-03T02:31:28+05:30,2026-08-03T04:01:28+05:30,17
19,04:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-03-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-03-05+0530.csv,2026-08-03T03:01:21+05:30,2026-08-03T04:31:21+05:30,19
20,04:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-03-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-03-05+0530.csv,2026-08-03T03:01:21+05:30,2026-08-03T04:31:21+05:30,19
21,05:00,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-03-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-03-35+0530.csv,2026-08-03T03:31:26+05:30,2026-08-03T05:01:26+05:30,21
22,05:15,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-03-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-03-35+0530.csv,2026-08-03T03:31:26+05:30,2026-08-03T05:01:26+05:30,21
23,05:30,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-04-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-04-05+0530.csv,2026-08-03T04:01:21+05:30,2026-08-03T05:31:21+05:30,23
24,05:45,0.0,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-04-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-04-05+0530.csv,2026-08-03T04:01:21+05:30,2026-08-03T05:31:21+05:30,23
25,06:00,0.01,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-04-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-04-35+0530.csv,2026-08-03T04:31:29+05:30,2026-08-03T06:01:29+05:30,25
26,06:15,0.05,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-04-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-04-35+0530.csv,2026-08-03T04:31:29+05:30,2026-08-03T06:01:29+05:30,25
27,06:30,0.13,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-05-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-05-05+0530.csv,2026-08-03T05:01:20+05:30,2026-08-03T06:31:20+05:30,27
28,06:45,0.26,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-05-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-05-05+0530.csv,2026-08-03T05:01:20+05:30,2026-08-03T06:31:20+05:30,27
29,07:00,0.42,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-05-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-05-35+0530.csv,2026-08-03T05:31:28+05:30,2026-08-03T07:01:28+05:30,29
30,07:15,0.59,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-05-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-05-35+0530.csv,2026-08-03T05:31:28+05:30,2026-08-03T07:01:28+05:30,29
31,07:30,0.78,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-06-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-06-05+0530.csv,2026-08-03T06:01:21+05:30,2026-08-03T07:31:21+05:30,31
32,07:45,0.94,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-06-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-06-05+0530.csv,2026-08-03T06:01:21+05:30,2026-08-03T07:31:21+05:30,31
33,08:00,1.09,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-06-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-06-35+0530.csv,2026-08-03T06:31:28+05:30,2026-08-03T08:01:28+05:30,33
34,08:15,1.23,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-06-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-06-35+0530.csv,2026-08-03T06:31:28+05:30,2026-08-03T08:01:28+05:30,33
35,08:30,1.61,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-07-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-07-05+0530.csv,2026-08-03T07:01:22+05:30,2026-08-03T08:31:22+05:30,35
36,08:45,1.81,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-07-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-07-05+0530.csv,2026-08-03T07:01:22+05:30,2026-08-03T08:31:22+05:30,35
37,09:00,1.93,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-07-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-07-35+0530.csv,2026-08-03T07:31:29+05:30,2026-08-03T09:01:29+05:30,37
38,09:15,2.12,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-07-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-07-35+0530.csv,2026-08-03T07:31:29+05:30,2026-08-03T09:01:29+05:30,37
39,09:30,1.94,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-08-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-08-05+0530.csv,2026-08-03T08:01:21+05:30,2026-08-03T09:31:21+05:30,39
40,09:45,2.03,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-08-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-08-05+0530.csv,2026-08-03T08:01:21+05:30,2026-08-03T09:31:21+05:30,39
41,10:00,2.33,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-08-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-08-35+0530.csv,2026-08-03T08:31:26+05:30,2026-08-03T10:01:26+05:30,41
42,10:15,2.39,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-08-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-08-35+0530.csv,2026-08-03T08:31:26+05:30,2026-08-03T10:01:26+05:30,41
43,10:30,2.25,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-09-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-09-05+0530.csv,2026-08-03T09:01:22+05:30,2026-08-03T10:31:22+05:30,43
44,10:45,2.21,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-09-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-09-05+0530.csv,2026-08-03T09:01:22+05:30,2026-08-03T10:31:22+05:30,43
45,11:00,1.94,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-09-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-09-35+0530.csv,2026-08-03T09:31:27+05:30,2026-08-03T11:01:27+05:30,45
46,11:15,1.89,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-09-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-09-35+0530.csv,2026-08-03T09:31:27+05:30,2026-08-03T11:01:27+05:30,45
47,11:30,1.9,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-10-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-10-05+0530.csv,2026-08-03T10:01:22+05:30,2026-08-03T11:31:22+05:30,47
48,11:45,2.19,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-10-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-10-05+0530.csv,2026-08-03T10:01:22+05:30,2026-08-03T11:31:22+05:30,47
49,12:00,2.48,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-10-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-10-35+0530.csv,2026-08-03T10:31:30+05:30,2026-08-03T12:01:30+05:30,49
50,12:15,2.73,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-10-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-10-35+0530.csv,2026-08-03T10:31:30+05:30,2026-08-03T12:01:30+05:30,49
51,12:30,3.27,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-11-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-11-05+0530.csv,2026-08-03T11:01:24+05:30,2026-08-03T12:31:24+05:30,51
52,12:45,3.19,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-11-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-11-05+0530.csv,2026-08-03T11:01:24+05:30,2026-08-03T12:31:24+05:30,51
53,13:00,3.33,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-11-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-11-35+0530.csv,2026-08-03T11:31:31+05:30,2026-08-03T13:01:31+05:30,53
54,13:15,3.14,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-11-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-11-35+0530.csv,2026-08-03T11:31:31+05:30,2026-08-03T13:01:31+05:30,53
55,13:30,3.13,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-12-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-12-05+0530.csv,2026-08-03T12:01:23+05:30,2026-08-03T13:31:23+05:30,55
56,13:45,3.06,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-12-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-12-05+0530.csv,2026-08-03T12:01:23+05:30,2026-08-03T13:31:23+05:30,55
57,14:00,3.92,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-12-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-12-35+0530.csv,2026-08-03T12:31:30+05:30,2026-08-03T14:01:30+05:30,57
58,14:15,3.7,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-12-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-12-35+0530.csv,2026-08-03T12:31:30+05:30,2026-08-03T14:01:30+05:30,57
59,14:30,2.19,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-13-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-13-05+0530.csv,2026-08-03T13:01:22+05:30,2026-08-03T14:31:22+05:30,59
60,14:45,2.04,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-13-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-13-05+0530.csv,2026-08-03T13:01:22+05:30,2026-08-03T14:31:22+05:30,59
61,15:00,2.6,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-13-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-13-35+0530.csv,2026-08-03T13:31:32+05:30,2026-08-03T15:01:32+05:30,61
62,15:15,2.25,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-13-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-13-35+0530.csv,2026-08-03T13:31:32+05:30,2026-08-03T15:01:32+05:30,61
63,15:30,1.84,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-14-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-14-05+0530.csv,2026-08-03T14:01:23+05:30,2026-08-03T15:31:23+05:30,63
64,15:45,1.82,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-14-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-14-05+0530.csv,2026-08-03T14:01:23+05:30,2026-08-03T15:31:23+05:30,63
65,16:00,1.54,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-14-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-14-35+0530.csv,2026-08-03T14:31:29+05:30,2026-08-03T16:01:29+05:30,65
66,16:15,1.48,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-14-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-14-35+0530.csv,2026-08-03T14:31:29+05:30,2026-08-03T16:01:29+05:30,65
67,16:30,1.48,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-15-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-15-05+0530.csv,2026-08-03T15:01:23+05:30,2026-08-03T16:31:23+05:30,67
68,16:45,1.27,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-15-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-15-05+0530.csv,2026-08-03T15:01:23+05:30,2026-08-03T16:31:23+05:30,67
69,17:00,1.18,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-15-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-15-35+0530.csv,2026-08-03T15:31:31+05:30,2026-08-03T17:01:31+05:30,69
70,17:15,0.96,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-15-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-15-35+0530.csv,2026-08-03T15:31:31+05:30,2026-08-03T17:01:31+05:30,69
71,17:30,0.81,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-16-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-16-05+0530.csv,2026-08-03T16:01:24+05:30,2026-08-03T17:31:24+05:30,71
72,17:45,0.6,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-16-05+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-16-05+0530.csv,2026-08-03T16:01:24+05:30,2026-08-03T17:31:24+05:30,71
73,18:00,0.37,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-16-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-16-35+0530.csv,2026-08-03T16:31:30+05:30,2026-08-03T18:01:30+05:30,73
74,18:15,0.24,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-16-35+0530.csv,vedanjay_SIRMOUR_IntradayCERC_2026-08-03-16-35+0530.csv,2026-08-03T16:31:30+05:30,2026-08-03T18:01:30+05:30,73
