Timestamp,Active Power-Avg MFM-OUT (KW),AC_Active Output Power (KW) LCR1:INV1,DC_Power (KW) LCR1:INV1,AC_Active Output Power (KW) LCR1:INV2,DC_Power (KW) LCR1:INV2,AC_Active Output Power (KW) MCR:INV5,DC_Power (KW) MCR:INV5,AC_Active Output Power (KW) LCR2:INV3,DC_Power (KW) LCR2:INV3,AC_Active Output Power (KW) LCR2:INV4,DC_Power (KW) LCR2:INV4,Module Temperature (C),Ambient Temperature (C),POA (W/m2),GHI_W (W/m2),Plant CUF,Temp Co PR
06-08-2026 00:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49,27.89,0.19,0.13,0.0,0.0
06-08-2026 00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.96,28.32,0.16,0.09,0.0,0.0
06-08-2026 00:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,28.57,0.68,0.09,0.0,0.0
06-08-2026 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.35,28.55,0.8,0.1,0.0,0.0
06-08-2026 01:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.32,28.5,0.3,0.09,0.0,0.0
06-08-2026 01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.69,28.12,0.17,0.11,0.0,0.0
06-08-2026 01:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,28.24,0.24,0.1,0.0,0.0
06-08-2026 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.32,28.43,0.36,0.09,0.0,0.0
06-08-2026 02:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.92,28.49,0.14,0.09,0.0,0.0
06-08-2026 02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.83,28.42,0.14,0.1,0.0,0.0
06-08-2026 02:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.22,28.31,0.27,0.09,0.0,0.0
06-08-2026 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.61,28.16,0.12,0.07,0.0,0.0
06-08-2026 03:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.06,28.13,0.39,0.09,0.0,0.0
06-08-2026 03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77,28.21,0.75,0.08,0.0,0.0
06-08-2026 03:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.27,28.21,0.46,0.1,0.0,0.0
06-08-2026 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,28.19,0.25,0.09,0.0,0.0
06-08-2026 04:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.96,28.16,0.27,0.09,0.0,0.0
06-08-2026 04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,28.0,0.13,0.1,0.0,0.0
06-08-2026 04:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.69,28.13,0.27,0.1,0.0,0.0
06-08-2026 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.91,28.09,0.36,0.09,0.0,0.0
06-08-2026 05:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.69,27.98,0.17,0.08,0.0,0.0
06-08-2026 05:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.83,27.98,0.14,0.09,0.0,0.0
06-08-2026 05:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49,27.79,0.14,0.09,0.0,0.0
06-08-2026 06:00,9.0,0.0,0.0,0.0,0.0,2.92,3.03,2.44,2.54,2.67,2.77,26.21,27.63,1.64,1.18,0.0,17.58
06-08-2026 06:15,90.64,0.0,0.0,0.0,0.0,42.53,43.82,41.09,42.27,42.8,44.03,25.74,27.74,16.22,15.3,0.0,33.87
06-08-2026 06:30,704.4,0.0,0.0,0.0,0.0,160.52,163.85,152.28,154.54,158.02,160.37,27.16,27.83,56.2,55.35,0.0,76.39
06-08-2026 06:45,1567.38,325.14,329.86,329.17,333.94,339.43,345.67,307.85,312.16,319.35,323.83,29.23,28.13,122.98,128.51,0.0,78.33
06-08-2026 07:00,1875.6,373.97,379.35,401.93,407.54,382.46,389.26,377.54,382.87,380.61,385.9,30.17,28.45,142.53,157.64,0.25,81.19
06-08-2026 07:15,1402.2,319.13,323.51,318.99,323.38,323.87,329.89,283.34,287.34,298.5,302.79,31.01,28.6,126.3,136.25,0.25,68.73
06-08-2026 07:30,4482.6,876.46,886.9,925.5,936.54,890.68,905.42,919.47,930.45,934.79,946.11,32.38,28.91,302.5,325.38,0.5,92.26
06-08-2026 07:45,2859.0,494.47,500.78,518.65,525.13,679.16,690.35,543.27,550.05,624.29,631.88,35.8,29.35,247.95,258.2,0.75,72.81
06-08-2026 08:00,3614.4,742.6,751.53,718.87,727.44,727.85,739.7,730.92,739.65,734.43,743.2,34.73,29.19,246.46,253.89,1.0,92.2
06-08-2026 08:15,3800.57,669.58,677.51,713.7,722.16,868.86,883.08,720.77,729.31,822.13,831.95,37.14,29.59,310.48,318.37,1.25,77.73
06-08-2026 08:30,3756.0,716.28,724.76,749.18,758.05,806.73,819.69,739.22,747.97,783.26,792.54,38.09,29.59,286.99,291.44,1.5,83.44
06-08-2026 08:45,4546.2,884.51,895.06,921.75,932.75,956.34,972.17,905.13,915.93,945.29,956.58,37.17,29.73,335.88,339.27,2.0,85.96
06-08-2026 09:00,4910.79,957.53,968.96,992.51,1004.48,1006.41,1023.22,973.07,984.72,1008.59,1020.84,38.48,29.89,356.28,358.4,2.25,88.03
06-08-2026 09:15,5450.79,1081.24,1094.92,1110.53,1124.7,1080.92,1099.24,1093.36,1107.31,1118.25,1132.52,38.82,30.06,384.28,386.18,2.75,90.71
06-08-2026 09:30,6253.8,1198.26,1213.55,1241.62,1257.46,1279.05,1301.7,1244.2,1260.08,1307.81,1324.5,38.48,30.16,443.4,445.33,3.0,90.07
06-08-2026 09:45,4807.2,920.25,931.29,951.46,962.91,988.75,1005.24,951.6,963.09,994.4,1006.52,38.54,30.13,360.46,361.61,3.5,85.19
06-08-2026 10:00,4818.0,913.16,924.05,949.6,960.93,1005.61,1022.41,948.54,959.86,996.04,1008.07,38.14,30.09,355.66,356.48,3.75,86.39
06-08-2026 10:15,4816.29,937.34,948.81,967.59,979.44,1000.37,1017.19,958.09,969.82,1012.03,1024.45,37.91,30.15,346.47,348.4,4.0,88.56
06-08-2026 10:30,7796.4,1509.03,1529.77,1560.02,1582.15,1608.06,1639.28,1546.71,1568.58,1654.26,1678.18,40.33,30.35,571.45,577.08,4.5,87.82
06-08-2026 10:45,7319.4,1318.12,1335.4,1403.49,1421.87,1679.52,1712.54,1415.58,1434.39,1562.61,1583.79,44.68,30.96,603.58,602.63,5.0,79.53
06-08-2026 11:00,8839.8,1571.14,1593.01,1910.11,1939.27,2257.3,2307.04,1563.56,1585.65,1608.87,1631.83,46.6,31.58,848.31,850.58,5.75,68.91
06-08-2026 11:15,11353.2,2294.33,2330.47,2436.71,2475.37,2316.38,2367.82,2315.28,2351.56,2344.0,2380.85,50.12,31.9,923.81,930.62,6.5,82.55
06-08-2026 11:30,10326.86,1649.58,1673.19,1801.59,1828.34,2496.64,2553.08,1833.43,1860.38,2249.07,2284.39,53.52,32.57,1093.5,1088.86,7.25,64.41
06-08-2026 11:45,8174.57,1552.57,1573.81,1617.36,1640.43,1762.88,1798.25,1601.41,1624.02,1723.73,1749.24,49.97,31.98,671.63,666.4,7.75,81.7
06-08-2026 12:00,8316.64,1556.02,1577.82,1574.91,1597.2,1791.95,1828.19,1644.66,1668.08,1757.04,1783.27,46.87,32.1,666.12,657.55,8.25,82.66
06-08-2026 12:15,4706.4,974.49,986.71,982.18,994.5,922.68,938.14,948.29,960.11,990.27,1002.92,42.25,31.6,336.39,338.26,8.75,90.8
06-08-2026 12:30,9625.8,1806.12,1833.07,1902.96,1931.5,2076.59,2121.05,1899.51,1928.26,2041.96,2073.38,40.72,31.61,762.66,758.42,9.25,81.37
06-08-2026 12:45,8805.0,1694.96,1720.24,1801.32,1828.2,1828.51,1865.74,1737.26,1763.18,1802.15,1829.03,45.69,32.0,672.24,666.97,10.0,86.28
06-08-2026 13:00,8754.43,1640.53,1664.78,1734.39,1760.27,1889.48,1928.47,1708.0,1733.48,1827.43,1854.69,46.66,32.51,697.84,693.35,10.5,82.99
06-08-2026 13:15,7405.8,1393.6,1411.38,1454.06,1472.85,1551.55,1581.2,1455.2,1474.24,1534.2,1554.75,45.98,32.28,576.29,574.31,11.0,84.76
06-08-2026 13:30,10593.6,2214.61,2248.97,2269.48,2305.08,1997.96,2040.17,2146.66,2179.65,2208.38,2242.91,44.33,32.12,764.13,755.68,11.75,90.78
