Timestamp,Active Power-Avg MFM-OUT (KW),AC_Active Output Power (KW) LCR1:INV1,DC_Power (KW) LCR1:INV1,AC_Active Output Power (KW) LCR1:INV2,DC_Power (KW) LCR1:INV2,AC_Active Output Power (KW) MCR:INV5,DC_Power (KW) MCR:INV5,AC_Active Output Power (KW) LCR2:INV3,DC_Power (KW) LCR2:INV3,AC_Active Output Power (KW) LCR2:INV4,DC_Power (KW) LCR2:INV4,Module Temperature (C),Ambient Temperature (C),POA (W/m2),GHI_W (W/m2),Plant CUF,Temp Co PR
09-07-2026 00:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.02,28.5,0.13,0.09,0.0,0.0
09-07-2026 00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.84,28.42,0.14,0.09,0.0,0.0
09-07-2026 00:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.88,28.33,0.15,0.09,0.0,0.0
09-07-2026 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.69,28.13,0.16,0.09,0.0,0.0
09-07-2026 01:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.43,27.9,0.11,0.08,0.0,0.0
09-07-2026 01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.17,27.74,0.12,0.09,0.0,0.0
09-07-2026 01:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,27.74,0.16,0.09,0.0,0.0
09-07-2026 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,27.91,0.13,0.1,0.0,0.0
09-07-2026 02:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,27.36,0.14,0.13,0.0,0.0
09-07-2026 02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.55,26.64,0.12,0.15,0.0,0.0
09-07-2026 02:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.17,26.18,0.16,0.16,0.0,0.0
09-07-2026 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.29,26.06,0.15,0.17,0.0,0.0
09-07-2026 03:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.15,26.25,0.24,0.17,0.0,0.0
09-07-2026 03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,26.32,0.39,0.17,0.0,0.0
09-07-2026 03:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.18,26.35,0.53,0.17,0.0,0.0
09-07-2026 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.61,26.45,0.47,0.17,0.0,0.0
09-07-2026 04:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.51,26.75,0.38,0.14,0.0,0.0
09-07-2026 04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.54,26.8,0.44,0.19,0.0,0.0
09-07-2026 04:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.41,26.88,0.86,0.27,0.0,0.0
09-07-2026 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.43,26.68,0.72,0.14,0.0,0.0
09-07-2026 05:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.79,26.59,0.62,0.14,0.0,0.0
09-07-2026 05:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.44,26.51,0.59,0.17,0.0,0.0
09-07-2026 05:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75,26.43,0.98,0.35,0.0,0.0
09-07-2026 06:00,21.0,2.11,2.19,2.04,2.12,2.57,2.67,2.66,2.76,3.44,3.57,25.7,26.51,3.74,2.94,0.0,33.99
09-07-2026 06:15,81.0,16.55,17.19,17.22,17.89,22.54,23.26,18.52,19.24,21.12,21.93,26.27,26.76,10.85,9.91,0.0,45.35
09-07-2026 06:30,130.2,24.68,25.63,25.83,26.82,35.69,36.81,27.21,28.26,31.58,32.8,26.6,26.92,15.08,13.9,0.0,52.51
09-07-2026 06:45,331.2,62.63,64.12,65.44,67.0,73.99,76.08,64.65,66.2,69.08,70.63,26.75,27.04,27.91,26.16,0.0,72.21
09-07-2026 07:00,474.6,91.5,93.31,92.31,94.14,104.22,106.64,96.67,98.5,103.58,105.39,26.61,26.95,39.06,37.15,0.0,73.9
09-07-2026 07:15,640.2,125.98,127.87,125.66,127.52,132.42,135.01,131.23,133.17,139.39,141.41,26.55,27.03,50.15,48.79,0.0,77.62
09-07-2026 07:30,899.4,166.05,168.44,165.89,168.28,190.41,194.4,175.89,178.36,191.78,194.47,27.93,27.26,69.24,68.38,0.0,79.41
09-07-2026 07:45,1848.0,350.63,355.54,350.47,355.37,382.56,389.38,360.99,366.03,378.43,383.7,29.06,27.44,132.21,131.79,0.25,85.85
09-07-2026 08:00,2853.0,559.72,566.42,560.3,566.99,566.11,575.46,568.67,575.43,589.19,596.19,31.53,27.9,198.26,198.29,0.5,89.28
09-07-2026 08:15,2103.0,427.35,433.07,425.57,431.25,423.4,430.73,438.26,444.11,468.03,474.18,32.21,28.14,158.1,159.07,0.5,82.75
09-07-2026 08:30,1815.6,350.91,356.0,348.12,353.17,372.03,378.71,362.22,367.47,381.94,387.36,31.25,28.21,131.22,131.54,0.75,85.74
09-07-2026 08:45,2066.4,394.2,399.8,395.56,401.19,444.06,451.67,411.85,417.55,449.71,455.61,31.17,28.3,155.48,155.31,0.75,82.33
09-07-2026 09:00,2493.6,479.35,485.55,463.83,469.87,515.39,523.93,499.07,505.43,540.23,546.77,32.28,28.38,176.89,177.25,1.0,87.73
09-07-2026 09:15,2674.2,501.43,507.83,489.28,495.57,565.28,574.6,539.16,545.75,600.49,607.56,32.55,28.56,197.14,198.75,1.25,84.51
09-07-2026 09:30,3391.8,625.26,632.86,618.7,626.22,703.47,714.89,671.93,679.87,730.33,738.99,33.27,28.71,242.6,243.22,1.5,87.36
09-07-2026 09:45,3615.43,724.83,733.41,727.63,736.23,717.66,729.22,742.75,751.54,768.19,777.3,34.38,28.88,254.38,252.11,1.75,89.22
09-07-2026 10:00,2872.8,572.92,579.92,573.68,580.69,574.12,583.58,582.75,589.83,597.59,604.77,33.46,28.93,195.56,193.77,2.0,91.86
09-07-2026 10:15,4644.6,901.79,912.76,911.11,922.28,924.57,939.84,918.73,929.97,942.26,953.87,34.07,29.21,309.21,305.89,2.25,94.17
09-07-2026 10:30,6161.4,1195.62,1210.88,1232.3,1248.03,1287.23,1310.16,1217.91,1233.45,1267.52,1283.69,36.93,29.57,436.15,418.89,2.75,89.63
09-07-2026 10:45,6376.5,1243.53,1259.39,1257.61,1273.66,1312.9,1336.3,1266.1,1282.26,1327.08,1344.01,38.93,29.65,459.77,452.24,3.0,88.74
09-07-2026 11:00,7216.71,1414.81,1433.33,1423.55,1442.18,1417.13,1443.18,1423.1,1441.97,1448.73,1467.92,39.72,29.84,489.8,488.38,3.5,94.59
09-07-2026 11:15,8865.6,1780.79,1807.36,1793.4,1820.15,1676.1,1708.99,1797.36,1824.18,1791.03,1817.75,42.13,30.18,595.78,594.71,4.25,96.52
09-07-2026 11:30,9778.8,1921.21,1950.02,1993.99,2024.18,1936.57,1976.95,1954.83,1984.43,2044.96,2076.56,43.8,30.41,701.09,699.55,5.0,91.12
09-07-2026 11:45,8076.0,1701.02,1725.47,1696.25,1721.01,1395.17,1420.94,1691.88,1716.09,1613.83,1636.35,43.37,30.38,499.52,495.95,5.5,105.43
09-07-2026 12:00,9558.6,1977.15,2007.83,1969.74,2000.02,1964.11,2005.71,1958.31,1988.45,2101.41,2134.43,44.02,30.89,738.99,737.87,6.0,84.59
