Timestamp,Active Power-Avg MFM-OUT (KW),AC_Active Output Power (KW) LCR1:INV1,DC_Power (KW) LCR1:INV1,AC_Active Output Power (KW) LCR1:INV2,DC_Power (KW) LCR1:INV2,AC_Active Output Power (KW) MCR:INV5,DC_Power (KW) MCR:INV5,AC_Active Output Power (KW) LCR2:INV3,DC_Power (KW) LCR2:INV3,AC_Active Output Power (KW) LCR2:INV4,DC_Power (KW) LCR2:INV4,Module Temperature (C),Ambient Temperature (C),POA (W/m2),GHI_W (W/m2),Plant CUF,Temp Co PR
28-07-2026 00:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.05,27.2,0.3,0.09,0.0,0.0
28-07-2026 00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.95,26.83,0.11,0.1,0.0,0.0
28-07-2026 00:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.59,26.73,0.25,0.12,0.0,0.0
28-07-2026 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.27,26.74,0.61,0.12,0.0,0.0
28-07-2026 01:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25,26.38,0.16,0.12,0.0,0.0
28-07-2026 01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.87,26.4,0.52,0.1,0.0,0.0
28-07-2026 01:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.69,26.47,0.62,0.11,0.0,0.0
28-07-2026 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.97,26.66,0.88,0.12,0.0,0.0
28-07-2026 02:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.84,26.66,0.24,0.13,0.0,0.0
28-07-2026 02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.7,0.49,0.11,0.0,0.0
28-07-2026 02:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.39,26.69,0.46,0.13,0.0,0.0
28-07-2026 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.55,26.75,0.4,0.11,0.0,0.0
28-07-2026 03:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.29,26.78,0.16,0.13,0.0,0.0
28-07-2026 03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.22,26.75,0.44,0.12,0.0,0.0
28-07-2026 03:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.08,26.8,0.87,0.12,0.0,0.0
28-07-2026 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.26,26.93,0.98,0.11,0.0,0.0
28-07-2026 04:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.67,27.03,0.87,0.11,0.0,0.0
28-07-2026 04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.16,27.08,0.86,0.11,0.0,0.0
