Timestamp,Active Power-Avg MFM-OUT (KW),AC_Active Output Power (KW) LCR1:INV1,DC_Power (KW) LCR1:INV1,AC_Active Output Power (KW) LCR1:INV2,DC_Power (KW) LCR1:INV2,AC_Active Output Power (KW) MCR:INV5,DC_Power (KW) MCR:INV5,AC_Active Output Power (KW) LCR2:INV3,DC_Power (KW) LCR2:INV3,AC_Active Output Power (KW) LCR2:INV4,DC_Power (KW) LCR2:INV4,Module Temperature (C),Ambient Temperature (C),POA (W/m2),GHI_W (W/m2),Plant CUF,Temp Co PR
01-08-2026 00:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.46,26.76,0.15,0.09,0.0,0.0
01-08-2026 00:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.83,26.8,0.23,0.1,0.0,0.0
01-08-2026 00:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.59,26.85,0.13,0.12,0.0,0.0
01-08-2026 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.98,26.79,0.14,0.1,0.0,0.0
01-08-2026 01:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.52,26.57,0.12,0.1,0.0,0.0
01-08-2026 01:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.79,26.55,0.13,0.11,0.0,0.0
01-08-2026 01:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.44,26.58,0.14,0.1,0.0,0.0
01-08-2026 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.33,26.6,0.15,0.09,0.0,0.0
01-08-2026 02:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.66,26.7,0.16,0.11,0.0,0.0
01-08-2026 02:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.88,26.77,0.14,0.11,0.0,0.0
01-08-2026 02:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,26.68,0.15,0.11,0.0,0.0
01-08-2026 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.38,26.55,0.13,0.1,0.0,0.0
01-08-2026 03:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.36,26.42,0.12,0.08,0.0,0.0
01-08-2026 03:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.36,26.35,0.17,0.11,0.0,0.0
01-08-2026 03:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.09,26.31,0.12,0.1,0.0,0.0
01-08-2026 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.48,26.33,0.14,0.1,0.0,0.0
01-08-2026 04:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.47,26.26,0.19,0.13,0.0,0.0
01-08-2026 04:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.27,26.2,0.17,0.12,0.0,0.0
01-08-2026 04:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.38,26.23,0.16,0.12,0.0,0.0
01-08-2026 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.04,26.28,0.14,0.11,0.0,0.0
01-08-2026 05:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.86,26.19,0.13,0.11,0.0,0.0
01-08-2026 05:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.01,26.0,0.18,0.13,0.0,0.0
01-08-2026 05:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,25.97,0.34,0.12,0.0,0.0
01-08-2026 06:00,23.4,0.0,0.0,0.0,0.0,8.11,8.39,6.63,6.88,7.23,7.51,24.87,26.1,4.6,3.75,0.0,30.74
01-08-2026 06:15,177.0,0.0,0.0,0.0,0.0,56.57,58.16,53.76,55.14,56.97,58.4,25.14,26.11,21.78,21.62,0.0,49.14
01-08-2026 06:30,655.8,0.0,0.0,0.0,0.0,138.37,141.06,136.09,138.13,138.31,140.31,25.76,26.25,53.24,49.27,0.0,74.65
01-08-2026 06:45,1129.2,259.49,262.63,261.83,265.01,215.73,220.28,232.97,235.95,230.8,233.82,25.98,26.47,88.56,70.18,0.0,77.34
01-08-2026 07:00,1672.8,334.68,339.42,337.48,342.27,346.64,352.98,333.14,338.02,342.79,347.71,26.59,26.7,131.24,128.51,0.25,77.5
01-08-2026 07:15,2436.6,482.82,488.97,483.72,489.89,491.89,500.11,491.58,497.78,492.27,498.48,28.9,27.08,181.1,201.95,0.5,82.58
01-08-2026 07:30,3248.36,639.87,647.42,646.3,653.93,664.06,674.86,651.87,659.57,663.62,671.46,29.92,27.52,236.94,262.45,0.75,84.5
01-08-2026 07:45,3930.0,771.17,780.31,782.09,791.37,806.13,819.18,784.12,793.44,807.29,816.89,32.35,27.89,283.23,308.6,1.0,86.38
01-08-2026 08:00,5125.8,1017.26,1029.76,1022.83,1035.4,1040.75,1058.27,1024.51,1037.04,1058.94,1072.05,33.97,28.33,361.63,371.34,1.25,88.82
01-08-2026 08:15,5908.2,1212.91,1228.39,1179.16,1194.13,1116.95,1136.37,1190.62,1205.78,1230.48,1246.13,35.94,28.71,403.81,424.11,1.75,92.44
01-08-2026 08:30,6061.8,1171.48,1186.24,1322.62,1339.87,1043.29,1061.41,1227.34,1242.74,1222.31,1237.89,37.38,28.96,404.02,420.98,2.0,95.38
01-08-2026 08:45,6597.0,1372.83,1390.77,1385.7,1404.23,1185.17,1206.16,1371.22,1389.08,1330.05,1347.46,37.36,29.16,441.86,472.15,2.5,94.9
01-08-2026 09:00,7313.4,1428.65,1448.25,1435.4,1455.14,1366.56,1392.2,1479.12,1499.58,1562.28,1584.43,37.78,29.44,494.17,504.98,3.0,94.23
01-08-2026 09:15,7623.0,1409.88,1429.69,1504.11,1525.15,1659.17,1692.12,1486.41,1507.76,1507.82,1529.07,40.71,29.7,620.92,641.18,3.5,79.15
01-08-2026 09:30,8668.8,1697.22,1721.77,1758.54,1784.25,1869.19,1907.63,1673.91,1698.13,1785.26,1811.31,43.12,30.07,678.84,704.18,4.25,83.19
01-08-2026 09:45,8878.8,1681.09,1705.78,1750.8,1776.94,2008.25,2050.69,1729.17,1754.23,1853.06,1880.79,44.62,30.37,747.26,770.12,4.75,77.9
01-08-2026 10:00,10347.6,1985.71,2016.35,2128.64,2162.16,2092.89,2137.93,2059.67,2092.02,2134.73,2168.75,44.98,30.77,786.85,811.6,5.5,86.36
01-08-2026 10:15,9843.6,1983.79,2014.28,2048.4,2080.65,2104.85,2150.74,1903.68,1932.91,1974.76,2005.3,46.86,31.04,818.04,834.14,6.25,79.67
01-08-2026 10:30,6295.15,1193.35,1209.07,1347.22,1365.61,1451.92,1480.17,1179.81,1195.14,1239.67,1256.33,44.79,30.75,582.74,587.15,6.75,70.88
01-08-2026 10:45,6619.2,1299.2,1316.98,1334.93,1353.2,1322.29,1346.91,1251.0,1267.31,1296.5,1313.83,41.55,30.63,484.82,465.89,7.0,88.34
01-08-2026 11:00,8854.8,1626.44,1650.05,1730.66,1756.11,1858.18,1896.89,1768.12,1794.3,1666.87,1690.51,44.93,31.04,686.86,688.39,7.75,84.64
01-08-2026 11:15,8746.71,1789.83,1816.12,1870.32,1898.41,1616.3,1647.99,1761.91,1787.62,1793.73,1820.29,46.67,31.49,653.36,645.79,8.25,88.56
01-08-2026 11:30,10987.8,1996.67,2027.78,2261.71,2297.96,2417.35,2471.83,2074.25,2106.67,2120.62,2153.66,47.52,31.68,957.78,972.18,9.0,76.18
01-08-2026 11:45,12819.6,2522.47,2564.27,2648.31,2692.2,2600.47,2660.21,2561.2,2603.64,2662.8,2706.82,52.08,31.99,1011.97,1016.81,10.0,85.84
01-08-2026 12:00,8331.0,1723.24,1747.91,1748.43,1773.51,1697.59,1731.69,1675.21,1699.22,1700.41,1724.21,50.96,31.84,689.6,691.43,10.5,81.45
01-08-2026 12:15,4848.0,965.13,977.22,1003.1,1015.89,965.4,981.72,932.07,943.7,970.28,982.18,43.67,31.47,336.85,339.01,10.75,93.97
01-08-2026 12:30,9431.4,1896.09,1925.12,1878.6,1907.05,1834.02,1871.46,1868.42,1896.59,1957.47,1987.53,42.97,31.55,675.07,674.47,11.5,90.95
01-08-2026 12:45,10795.5,2280.86,2316.86,2285.28,2321.31,2104.97,2150.23,2165.3,2199.15,2338.03,2374.97,46.73,32.0,823.67,817.59,12.25,86.73
01-08-2026 13:00,8605.2,1732.33,1758.28,1929.73,1959.22,1775.74,1812.45,1717.59,1743.32,1769.75,1796.36,50.98,32.54,715.97,717.41,13.0,81.04
01-08-2026 13:15,10084.8,2041.25,2073.24,2066.61,2098.82,1808.78,1846.63,2064.94,2097.5,2104.31,2137.3,46.18,32.12,702.03,676.59,13.5,94.83
01-08-2026 13:30,11665.93,2306.46,2343.91,2400.51,2439.82,2408.2,2462.77,2289.04,2326.03,2431.09,2471.1,52.3,32.68,942.04,929.69,14.5,83.99
01-08-2026 13:45,10099.8,2050.28,2082.02,2138.34,2171.61,1861.06,1899.68,2039.65,2071.08,2018.61,2049.75,53.56,33.06,755.9,746.92,15.0,91.14
01-08-2026 14:00,8025.43,1729.29,1754.22,1713.48,1737.87,1385.84,1411.27,1705.18,1729.7,1593.43,1615.57,47.3,32.67,508.4,503.56,15.75,104.72
01-08-2026 14:15,9860.25,1913.29,1941.62,2034.45,2065.69,1973.13,2014.55,1924.28,1953.22,1992.16,2022.27,47.94,33.0,755.02,739.82,16.25,86.88
01-08-2026 14:30,9396.0,1974.14,2003.88,2004.91,2035.04,1752.25,1787.37,1904.96,1933.16,1854.57,1881.68,49.0,33.35,667.69,655.12,17.0,94.06
01-08-2026 14:45,7242.6,1551.98,1573.61,1562.52,1584.96,1257.75,1279.94,1506.16,1527.13,1442.69,1462.18,45.99,32.87,475.29,469.65,17.5,100.51
01-08-2026 15:00,6490.2,1286.16,1302.57,1323.6,1340.48,1282.27,1304.97,1310.82,1327.55,1346.45,1363.63,44.17,32.9,465.32,461.45,18.0,91.27
01-08-2026 15:15,5586.6,1147.54,1161.97,1180.38,1195.34,1071.21,1089.41,1122.68,1136.75,1146.83,1161.25,42.54,32.43,396.77,392.5,18.25,91.49
01-08-2026 15:30,5827.2,1132.98,1147.19,1162.65,1177.24,1150.33,1170.38,1170.84,1185.58,1182.61,1197.48,41.54,32.39,403.33,397.83,18.75,93.48
01-08-2026 15:45,6507.6,1268.51,1284.64,1334.37,1351.34,1337.45,1361.5,1289.0,1305.39,1314.15,1330.89,43.12,32.58,493.78,487.37,19.25,85.85
01-08-2026 16:00,6377.4,1288.11,1304.49,1337.89,1354.96,1273.43,1296.02,1257.05,1272.98,1291.53,1307.95,43.57,32.42,475.41,468.07,19.75,87.55
01-08-2026 16:15,3351.86,676.98,685.07,690.4,698.66,633.64,644.08,667.41,675.36,683.05,691.2,40.75,32.18,239.94,242.64,20.0,90.08
01-08-2026 16:30,2904.6,595.55,602.54,605.92,613.04,545.06,554.11,593.82,600.8,592.23,599.19,36.56,31.97,190.95,188.47,20.0,96.36
01-08-2026 16:45,3593.4,692.64,700.83,718.24,726.74,736.37,748.19,715.59,724.06,738.35,747.09,37.18,32.22,257.94,255.01,20.25,88.48
01-08-2026 17:00,3717.0,732.72,741.39,759.33,768.32,741.3,753.19,730.97,739.63,751.97,760.87,38.02,32.16,270.2,265.85,20.5,87.68
01-08-2026 17:15,2725.2,554.98,561.58,574.18,581.01,544.5,553.51,543.8,550.3,554.77,561.41,36.89,32.22,202.02,197.84,20.75,85.57
01-08-2026 17:30,1912.8,391.58,397.01,404.04,409.6,380.03,386.83,381.78,387.13,388.48,393.9,35.0,32.02,140.78,137.78,21.0,85.51
01-08-2026 17:45,1326.0,268.12,272.01,277.37,281.39,269.29,274.53,263.9,267.73,271.73,275.67,33.27,31.34,100.39,98.59,21.0,82.54
01-08-2026 18:00,948.6,192.44,195.94,199.35,202.9,195.8,200.53,189.97,193.49,196.15,199.68,32.15,31.08,73.7,72.41,21.0,80.06
01-08-2026 18:15,600.43,127.96,130.85,132.37,135.29,124.33,128.03,123.06,125.96,125.86,128.77,31.19,30.73,48.89,47.56,21.25,76.08
01-08-2026 18:30,261.0,59.24,61.53,61.24,63.6,56.91,58.71,55.07,57.19,56.89,59.09,30.25,30.46,24.48,23.45,21.25,65.79
01-08-2026 18:45,63.0,14.33,14.88,13.8,14.33,13.71,14.21,11.85,12.33,12.77,13.26,29.04,30.15,7.16,6.48,21.25,54.02
01-08-2026 19:00,0.0,0.29,0.3,0.02,0.02,2.88,3.02,0.5,0.52,0.36,0.37,28.6,29.94,1.52,1.07,21.25,0.0
01-08-2026 19:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.44,29.67,0.1,0.08,21.25,0.0
01-08-2026 19:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25,29.41,0.06,0.06,21.25,0.0
01-08-2026 19:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.65,29.54,0.13,0.1,21.25,0.0
01-08-2026 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.48,29.38,0.12,0.08,21.25,0.0
01-08-2026 20:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.36,29.01,0.12,0.08,21.25,0.0
01-08-2026 20:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.38,28.89,0.12,0.08,21.25,0.0
01-08-2026 20:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.69,28.72,0.13,0.09,21.25,0.0
01-08-2026 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,28.48,0.11,0.09,21.25,0.0
01-08-2026 21:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31,28.43,0.12,0.09,21.25,0.0
