TimeStamp,Active Power (kW),POA (W/m2),GHI (W/m2),Wind Speed (m/s),Wind Direction (DEG.),AMB TEMP,MOD TEMP,Humidity
2026-07-03 01:45:00,-6.775,-0.2605,-0.4314,2.7535499999999997,252.8879,25.6,25.45,89.35
2026-07-03 02:00:00,-6.679285714285714,-0.32675,-0.3423071428571429,1.785807142857143,255.79151428571421,25.635714285714283,25.37142857142857,89.70714285714284
2026-07-03 05:45:00,-5.7725,0.43313749999999995,0.3230125,1.526225,238.43411250000003,23.412499999999998,23.025,92.36250000000001
2026-07-03 06:00:00,-2.2920000000000007,2.3070333333333335,2.41832,1.1960933333333337,302.1027,23.100000000000005,22.699999999999992,92.89999999999999
2026-07-03 06:15:00,22.268000000000004,8.073633333333335,7.775033333333332,1.2166466666666667,293.35540000000003,23.08,22.733333333333334,93.80666666666664
2026-07-03 06:30:00,81.66799999999999,20.528293333333338,20.3701,1.5293200000000007,281.30977333333334,23.113333333333333,22.966666666666676,94.29333333333334
2026-07-03 06:45:00,165.17066666666668,37.44829333333333,38.67404666666666,1.3116200000000002,286.93753999999996,23.20666666666666,23.273333333333337,94.60666666666665
2026-07-03 07:00:00,267.58666666666664,58.35602666666667,61.491920000000015,1.426673333333334,293.2003466666667,23.339999999999996,23.64666666666666,94.72
2026-07-03 07:15:00,449.6673333333334,95.68029999999999,101.19093999999998,1.7549666666666668,288.67944,23.580000000000005,24.120000000000005,93.83333333333331
2026-07-03 07:30:00,550.378,116.36610000000002,120.94134666666667,2.1058333333333334,296.1448133333334,23.97333333333334,24.58,92.96
2026-07-03 07:45:00,551.8026666666666,114.78391333333335,118.28180666666668,1.7911799999999998,289.632,24.32666666666666,25.486666666666668,92.00666666666666
2026-07-03 08:00:00,496.77133333333336,104.29410666666668,99.39492666666668,1.586993333333333,288.89606666666674,24.406666666666663,25.946666666666665,91.64000000000001
2026-07-03 08:15:00,500.6866666666668,105.58201333333334,101.85871333333333,1.5838400000000001,291.94512000000003,24.520000000000003,26.233333333333327,91.25333333333334
2026-07-03 08:30:00,634.104,130.91654000000003,130.09178666666668,1.4911333333333334,290.78262666666666,24.720000000000006,26.85333333333333,90.17333333333333
2026-07-03 08:45:00,893.9933333333333,184.89096,183.74834000000004,1.1573666666666669,291.89614,25.086666666666662,28.466666666666665,89.00666666666666
2026-07-03 09:00:00,962.5266666666666,200.18519999999995,202.64059333333333,1.3318066666666664,301.7503066666667,25.366666666666667,29.333333333333332,87.47333333333333
2026-07-03 09:15:00,1106.1519999999998,229.32285999999996,237.01984000000002,1.5942799999999997,276.6642266666667,25.626666666666665,29.279999999999998,86.53333333333333
2026-07-03 09:30:00,1288.404,269.3656333333333,283.31312666666673,1.2630066666666666,295.3851266666667,25.97333333333334,30.279999999999994,85.40666666666668
2026-07-03 09:45:00,1986.1046666666664,425.11395999999996,448.18962666666664,1.38512,291.38203333333337,26.533333333333335,32.50666666666667,83.55333333333333
2026-07-03 10:00:00,2055.866,574.8644666666665,613.17178,2.204153333333333,290.1772466666667,27.293333333333337,35.28666666666666,81.64666666666668
2026-07-03 10:15:00,0.0,528.5841571428572,557.5516642857143,1.5990285714285715,268.6569857142857,27.892857142857146,38.36428571428571,79.35
2026-07-03 10:30:00,0.0,418.2903928571428,438.60806428571425,1.513685714285714,249.24589285714288,27.721428571428568,35.7,79.32857142857144
2026-07-03 10:45:00,0.0,455.53883333333334,476.2582666666667,0.8433999999999999,108.94993333333332,28.066666666666666,37.43333333333333,79.33333333333333
2026-07-03 11:45:00,0.0,278.54774,275.06584666666663,1.3595533333333336,127.11294,29.053333333333335,35.87333333333334,76.27999999999999
2026-07-03 12:00:00,0.0,193.14581666666666,192.62408333333335,1.4302,110.92513333333335,28.8,32.71666666666666,76.71666666666668
2026-07-03 12:45:00,0.0,114.96489,122.81876,1.5946,143.32781999999997,26.570000000000004,27.209999999999997,87.15999999999998
2026-07-03 13:00:00,0.0,152.26579333333333,163.39432,1.0741533333333335,55.02171333333333,26.393333333333334,27.373333333333335,88.19333333333333
