timestamp,active_power_kw,ac_active_output_power_kw_lcr1:inv1,dc_power_kw_lcr1:inv1,ac_active_output_power_kw_lcr1:inv2,dc_power_kw_lcr1:inv2,ac_active_output_power_kw_mcr:inv5,dc_power_kw_mcr:inv5,ac_active_output_power_kw_lcr2:inv3,dc_power_kw_lcr2:inv3,ac_active_output_power_kw_lcr2:inv4,dc_power_kw_lcr2:inv4,mod_temp,amb_temp,poa_w_m2,ghi_w_m2,plant_cuf,temp_co_pr,is_real_measurement,hour,minute,day,month,weekday,power_lag_1,power_lag_2,rolling_mean_3,rolling_std_3,is_daylight,is_morning,is_afternoon
2026-07-01 07:15:00,630.0,130.71,132.67,133.12,135.11,129.18,131.75,131.76,133.71,134.65,136.63,26.52,26.97,45.99,42.72,0.0,83.27,True,7,15,1,7,2,352.29,160.2,380.83,236.19675844515726,1,1,0
2026-07-01 07:30:00,706.8,145.41,147.52,147.07,149.2,140.43,143.12,146.2,148.32,148.46,150.62,26.7,27.08,50.58,47.65,0.0,85.0,True,7,30,1,7,2,630.0,352.29,563.03,186.50220025511746,1,1,0
2026-07-01 07:45:00,946.2,193.88,196.61,197.39,200.15,181.1,184.99,194.8,197.57,201.22,204.03,27.47,27.22,67.54,64.04,0.25,85.49,True,7,45,1,7,2,706.8,630.0,761.0,164.92070822064736,1,1,0
2026-07-01 08:00:00,768.0,150.32,152.5,154.22,156.46,161.82,166.23,153.06,155.28,165.2,167.59,28.51,27.33,61.23,57.57,0.25,76.86,True,8,0,1,7,2,946.2,706.8,807.0,124.37379145141423,1,1,0
2026-07-01 08:15:00,770.4,154.9,157.15,155.88,158.14,161.18,165.58,159.14,161.44,168.88,171.32,28.14,27.37,58.64,55.57,0.25,80.39,True,8,15,1,7,2,768.0,946.2,828.1999999999999,102.19804303410055,1,1,0
2026-07-01 08:30:00,1472.4,299.09,303.22,296.43,300.53,289.28,294.92,303.33,307.5,312.11,316.36,28.26,27.48,100.68,97.96,0.25,89.53,True,8,30,1,7,2,770.4,768.0,1003.6,405.99448272113244,1,1,0
2026-07-01 08:45:00,3772.8,766.76,776.01,771.65,780.96,739.06,751.11,759.51,768.57,769.27,778.45,30.98,27.88,248.71,247.46,0.5,93.9,True,8,45,1,7,2,1472.4,770.4,2005.2,1570.5121202970704,1,1,0
2026-07-01 09:00:00,5654.4,1129.3,1143.44,1154.19,1168.75,1061.35,1079.29,1148.92,1163.26,1164.23,1178.87,35.46,28.39,366.28,363.65,1.0,97.35,True,9,0,1,7,2,3772.8,1472.4,3633.2000000000003,2094.4920911762824,1,1,0
2026-07-01 09:15:00,6148.8,1147.82,1162.47,1173.53,1188.51,1326.62,1350.59,1204.93,1220.3,1355.9,1373.93,37.63,28.67,467.05,461.41,1.5,83.78,True,9,15,1,7,2,5654.4,3772.8,5192.0,1253.6763218630226,1,1,0
2026-07-01 09:30:00,7327.8,1366.24,1383.67,1415.74,1434.03,1666.29,1699.16,1417.92,1436.72,1567.07,1588.84,40.06,29.1,572.68,563.55,2.0,82.26,True,9,30,1,7,2,6148.8,5654.4,6377.0,859.7228157958804,1,1,0
2026-07-01 09:45:00,6945.0,1306.69,1323.36,1330.11,1347.08,1520.93,1549.87,1331.43,1348.42,1473.2,1492.72,42.39,29.46,563.19,549.26,2.5,80.08,True,9,45,1,7,2,7327.8,6148.8,6807.2,601.4581282184129,1,1,0
2026-07-01 10:00:00,7945.07,1563.74,1585.36,1597.69,1620.23,1611.49,1642.66,1581.48,1603.57,1630.18,1652.97,41.39,29.61,561.84,552.14,3.0,91.44,True,10,0,1,7,2,6945.0,7327.8,7405.956666666668,504.5952334627534,1,1,0
2026-07-01 10:15:00,6316.2,1253.3,1269.29,1282.27,1298.63,1283.46,1306.39,1240.41,1256.23,1271.64,1287.87,41.46,29.47,454.52,451.94,3.5,89.88,True,10,15,1,7,2,7945.07,6945.0,7068.756666666667,821.4567265737924,1,1,0
2026-07-01 10:30:00,4928.4,1043.86,1056.81,1049.18,1062.17,892.44,907.06,1002.07,1014.43,975.24,987.18,38.24,29.33,313.14,307.87,3.75,100.41,True,10,30,1,7,2,6316.2,7945.07,6396.556666666666,1509.9395244953787,1,1,0
2026-07-01 10:45:00,4111.8,871.96,882.35,875.81,886.25,744.35,756.29,835.71,845.66,813.12,822.79,36.16,29.26,254.88,252.89,4.0,102.02,True,10,45,1,7,2,4928.4,6316.2,5118.8,1114.4657733640793,1,1,0
2026-07-01 11:00:00,4045.8,837.33,847.29,841.24,851.24,755.25,767.39,823.06,832.83,823.53,833.32,35.36,29.24,252.67,253.07,4.25,100.93,True,11,0,1,7,2,4111.8,4928.4,4362.0,491.6255892444916,1,1,0
2026-07-01 11:15:00,4498.2,915.49,926.42,925.06,936.1,884.19,898.62,900.5,911.25,908.85,919.7,36.4,29.4,297.88,299.44,4.75,95.6,True,11,15,1,7,2,4045.8,4111.8,4218.599999999999,244.37904983855165,1,1,0
2026-07-01 11:30:00,5581.2,1106.97,1120.93,1128.81,1143.1,1127.91,1147.23,1111.26,1125.31,1149.11,1163.67,37.72,29.64,383.13,383.34,5.0,92.73,True,11,30,1,7,2,4498.2,4045.8,4708.400000000001,788.9875284185383,1,1,0
2026-07-01 11:45:00,5959.2,1191.01,1206.21,1196.25,1211.51,1169.05,1189.21,1198.48,1213.78,1233.08,1248.82,40.07,30.07,411.93,411.63,5.5,93.01,True,11,45,1,7,2,5581.2,4498.2,5346.2,758.3198533600419,1,1,0
2026-07-01 12:00:00,5769.64,1142.64,1157.22,1134.65,1149.13,1109.64,1128.57,1165.64,1180.52,1223.84,1239.45,40.24,30.18,397.63,399.37,5.75,93.36,True,12,0,1,7,2,5959.2,5581.2,5770.013333333333,189.0002765429977,1,0,1
2026-07-01 12:15:00,5903.4,1227.55,1243.21,1211.7,1227.16,1082.57,1100.94,1213.75,1229.24,1215.82,1231.34,40.07,30.38,384.72,384.08,6.25,98.66,True,12,15,1,7,2,5769.64,5959.2,5877.413333333333,97.41523768553816,1,0,1
2026-07-01 12:30:00,5873.4,1188.81,1203.97,1187.79,1203.15,1158.47,1178.71,1188.64,1203.61,1216.75,1232.3,40.8,30.61,411.57,412.44,6.75,92.04,True,12,30,1,7,2,5903.4,5769.64,5848.813333333333,70.18769502790214,1,0,1
2026-07-01 12:45:00,8307.0,1668.33,1692.59,1701.75,1726.71,1653.74,1686.03,1656.82,1680.92,1702.12,1727.08,42.43,30.89,588.23,585.22,7.25,91.72,True,12,45,1,7,2,5873.4,5903.4,6694.599999999999,1396.4599242369966,1,0,1
2026-07-01 13:00:00,7761.0,1564.42,1586.01,1594.39,1616.95,1543.12,1572.38,1550.06,1571.23,1566.0,1588.28,43.37,31.15,554.62,549.34,7.75,91.25,True,13,0,1,7,2,8307.0,5873.4,7313.8,1276.946796072569,1,0,1
2026-07-01 13:15:00,8418.86,1694.55,1719.83,1724.21,1749.93,1661.32,1693.88,1691.97,1717.21,1736.39,1762.29,43.46,31.32,596.31,592.73,8.25,92.1,True,13,15,1,7,2,7761.0,8307.0,8162.286666666667,351.9963160792081,1,0,1
2026-07-01 13:30:00,8888.79,1844.16,1871.78,1968.7,1998.58,1671.14,1703.95,1781.02,1807.54,1680.83,1704.85,44.62,31.66,598.48,592.13,9.0,97.38,True,13,30,1,7,2,8418.86,7761.0,8356.216666666667,566.4986420401509,1,0,1
2026-07-01 13:45:00,7518.6,1502.86,1523.94,1555.26,1577.11,1455.65,1482.74,1537.52,1559.11,1555.21,1576.79,42.59,31.31,509.81,506.91,9.5,95.85,True,13,45,1,7,2,8888.79,8418.86,8275.416666666666,696.2665807241747,1,0,1
2026-07-01 14:00:00,6180.0,1227.28,1242.94,1263.42,1279.54,1255.15,1277.23,1222.06,1237.65,1257.65,1273.7,41.54,31.13,447.76,447.66,10.0,89.3,True,14,0,1,7,2,7518.6,8888.79,7529.13,1354.4256999555178,1,0,1
2026-07-01 14:15:00,7743.0,1561.89,1583.84,1688.33,1712.7,1459.35,1486.66,1539.87,1560.97,1541.26,1562.44,40.42,30.97,499.15,494.33,10.5,99.89,True,14,15,1,7,2,6180.0,7518.6,7147.2,845.1010117139783,1,0,1
2026-07-01 14:30:00,8969.4,1564.74,1586.3,1739.76,1765.16,2173.15,2220.59,1660.82,1684.1,1852.56,1880.39,44.45,31.27,866.15,858.08,11.0,67.85,True,14,30,1,7,2,7743.0,6180.0,7630.8,1398.0807272829397,1,0,1
2026-07-01 14:45:00,7893.6,1394.6,1413.52,1421.24,1440.76,1798.97,1835.85,1518.01,1539.44,1752.6,1778.58,45.75,31.28,717.81,711.83,11.75,72.46,True,14,45,1,7,2,8969.4,7743.0,8202.0,668.8401602774755,1,0,1
2026-07-01 15:00:00,5913.64,1195.72,1211.44,1235.97,1252.75,1137.93,1158.16,1207.4,1223.53,1200.27,1216.02,40.69,30.71,391.27,389.99,12.0,97.43,True,15,0,1,7,2,7893.6,8969.4,7592.213333333333,1550.0137859171848,1,0,1
2026-07-01 15:15:00,10690.62,2181.97,2216.65,2226.34,2261.56,2072.21,2116.89,2107.27,2140.17,2199.0,2234.11,43.59,31.24,858.35,840.9,12.75,81.3,True,15,15,1,7,2,5913.64,7893.6,8165.953333333334,2400.1076504468156,1,0,1
2026-07-01 15:30:00,5979.86,1243.13,1259.25,1232.64,1248.62,1187.4,1208.16,1220.55,1236.1,1218.53,1233.91,42.78,31.23,451.04,444.47,13.25,86.24,True,15,30,1,7,2,10690.62,5913.64,7528.040000000001,2739.074746041078,1,0,1
2026-07-01 15:45:00,5149.8,966.67,978.56,982.68,994.7,1050.13,1067.9,991.38,1003.63,1069.95,1083.25,39.67,30.96,392.9,389.34,13.5,84.13,True,15,45,1,7,2,5979.86,10690.62,7273.426666666666,2988.33693028971,1,0,1
2026-07-01 16:00:00,4658.4,935.55,946.96,930.72,942.01,936.22,951.66,964.16,975.93,984.06,996.0,38.46,30.75,323.99,324.58,14.0,91.82,True,16,0,1,7,2,5149.8,5979.86,5262.686666666667,667.9234106791807,1,0,1
2026-07-01 16:15:00,5575.8,1108.19,1122.02,1129.94,1144.05,1080.38,1098.74,1080.42,1093.89,1133.17,1147.39,39.06,31.07,398.46,390.78,14.25,89.59,True,16,15,1,7,2,4658.4,5149.8,5128.0,459.088357508634,1,0,1
2026-07-01 16:30:00,3493.2,692.47,700.66,710.66,719.07,702.05,713.36,689.36,697.5,710.46,718.87,37.84,31.3,254.81,253.99,14.5,87.31,True,16,30,1,7,2,5575.8,4658.4,4575.8,1043.754166458736,1,0,1
2026-07-01 16:45:00,4693.8,978.98,990.95,1026.51,1039.17,908.51,923.56,923.34,934.56,888.51,899.16,36.83,31.45,306.13,302.76,14.75,97.24,True,16,45,1,7,2,3493.2,5575.8,4587.600000000001,1045.353777436123,1,0,1
2026-07-01 17:00:00,3524.79,683.16,691.33,717.51,726.03,705.5,716.9,669.26,677.28,683.26,691.43,37.05,31.47,255.65,250.89,15.0,87.52,True,17,0,1,7,2,4693.8,3493.2,3903.9300000000003,684.2298186281902,1,0,1
2026-07-01 17:15:00,2230.8,467.5,473.46,475.67,481.72,424.88,432.26,443.91,449.66,439.38,445.14,35.14,31.43,152.68,148.99,15.25,92.01,True,17,15,1,7,2,3524.79,4693.8,3483.1300000000006,1232.0283749573152,1,0,1
2026-07-01 17:30:00,1278.0,256.31,260.03,262.71,266.52,260.57,265.67,255.57,259.27,263.78,267.61,33.26,31.2,89.82,91.35,15.25,88.91,True,17,30,1,7,2,2230.8,3524.79,2344.5300000000007,1127.7043986346575,1,0,1
2026-07-01 17:45:00,1536.0,305.7,310.14,313.56,318.1,316.93,322.85,307.86,312.33,320.7,325.35,32.52,31.07,108.16,110.15,15.5,88.47,True,17,45,1,7,2,1278.0,2230.8,1681.6000000000006,492.80470776966973,1,0,1
2026-07-01 18:00:00,1125.0,228.36,232.16,233.72,237.6,225.98,230.92,224.89,228.63,229.86,233.67,32.12,31.03,81.42,81.03,15.5,85.93,True,18,0,1,7,2,1536.0,1278.0,1313.0000000000007,207.7233737448593,1,0,1
2026-07-01 18:15:00,742.8,153.79,156.83,156.48,159.57,149.9,154.11,151.34,154.39,155.03,158.1,31.48,30.71,55.41,54.18,15.5,83.15,True,18,15,1,7,2,1125.0,1536.0,1134.6000000000006,396.68713112470016,1,0,1
2026-07-01 18:30:00,247.8,53.49,55.56,54.69,56.8,53.9,55.61,52.0,54.0,54.28,56.38,30.15,30.34,22.9,22.2,15.5,66.76,True,18,30,1,7,2,742.8,1125.0,705.2000000000006,439.807094076416,1,0,1
2026-07-01 18:45:00,42.43,7.27,7.55,6.62,6.88,8.24,8.56,6.91,7.17,7.5,7.8,29.68,30.27,5.12,4.79,15.5,50.99,True,18,45,1,7,2,247.8,742.8,344.34333333333393,360.02777064175444,0,0,1
2026-07-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.78,29.64,0.31,0.19,15.5,0.0,True,19,0,1,7,2,42.43,247.8,96.74333333333395,132.5279730218103,0,0,1
2026-07-01 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.47,29.38,0.12,0.09,15.5,0.0,True,19,15,1,7,2,0.0,42.43,14.14333333333394,24.496971920402405,0,0,1
2026-07-01 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.05,29.44,0.1,0.08,15.5,0.0,True,19,30,1,7,2,0.0,0.0,0.0,0.0,0,0,1
2026-07-01 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.39,29.42,0.14,0.1,15.5,0.0,True,19,45,1,7,2,0.0,0.0,0.0,0.0,0,0,1
2026-07-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.47,28.94,0.12,0.09,15.5,0.0,True,20,0,1,7,2,0.0,0.0,0.0,0.0,0,0,1
2026-07-01 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.82,28.74,0.11,0.08,15.5,0.0,True,20,15,1,7,2,0.0,0.0,0.0,0.0,0,0,1
2026-07-01 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.02,28.76,0.16,0.09,15.5,0.0,True,20,30,1,7,2,0.0,0.0,0.0,0.0,0,0,1
2026-07-01 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.24,28.77,0.14,0.1,15.5,0.0,True,20,45,1,7,2,0.0,0.0,0.0,0.0,0,0,1
